"type","value","validation"
"sr25519Verify","{""message"":""a68cbe26188af51bad2f74f4dd5108e662db0617320593bfa1f50baa4ccbc1ae"",""signature"":""JCb7FfV/eqF8pSqdapX056BJhlHq0MEyBEWFTXQAHS9p6S3qaroooBnOzOmwa2fEnk+rLr/QHy8XaXYBzRvhiw=="",""publicKey"":""NppLwNqgfHWjHMeLmpLjsUbCFHW84LICF6PWRLHT5BU=""}",true
"sr25519Verify","{""message"":""75eaa2581381672d4c7343e2bd3b5eb1b131f528a5011e38c861cb3963c1e9a5"",""signature"":""uFLZqjv5Ya/Mhh95tRhTruQgltphW6PwhY6SFToJHTl3M2+IV3MlTTksjPMdvrVPv6rXUDihCX26fvZD8EPmgg=="",""publicKey"":""SpyBEE56xP5bhTUMR6RDCV/dQvCs+OcljP6n9ApTGmo=""}",true
"sr25519Verify","{""message"":""a85f69ba58d3bb665571d2373974beb33fbde9081bbc2d781105a5c602460004"",""signature"":""RE/Vb+0Jqv6hpN8OqZ8CDtH3U5sHXYkMmuVwIM6KEi7OBushhuvGCQPL5v/LtnxkbWX9W6v6Vkil3EwRANp9jg=="",""publicKey"":""IHPGv9KuAK0USqkQo5ffUypT0dMHlGwOl7BCDRUUSSY=""}",true
"sr25519Verify","{""message"":""a382064a14028367f4b00ab2ac9e33a9829c3e03eda915216bebb04745908c6e"",""signature"":""1rcjCT84GkO3Mno1Xd5k6qwPEZ0bkM/wBq2UrEI2SghG00jS9yjEyzzaYrC5jm9+gd03vfCMOY2SvQnKJ7YngQ=="",""publicKey"":""trRJJkfA3eB9b9talRY8obYi6qVGb5w/ZuOpsIhNd3Y=""}",true
"sr25519Verify","{""message"":""239c5b44233dbe913d38275bdd9b1931a9d621f3fc5c16a1048b586b2f137bd6"",""signature"":""POzBNezW44z/ely/LmeQsfPn3LygaZlxQIW2k2CzFDwLJgHFAMXLUqRQY2QfqTglMEHQvMbwQ8DrR7GajtP1iA=="",""publicKey"":""qrZWsejmwHObmexNEUORP9HXEBzINtM+TrZCnIZF52Q=""}",true
"sr25519Verify","{""message"":""3fa2631fe181c42c7641b97e00e3588f35776fd1680a117f8d7eeca641ebd550"",""signature"":""RoNpbx+BaQ47aot1C6u7o45rkfDzgtNbOR+pOIE0nFdO39pzs+1ehUdInaiPVMC/aPDlLKr3VIAfYqti6sdLhQ=="",""publicKey"":""aIdLF/IPR1yIDgLczj66fhpdzYfKjuqS692yov1RPH4=""}",true
"sr25519Verify","{""message"":""1d4a5e2028ef9368f383a983c33454eb1122b0760a2829128b1fed59f583011f"",""signature"":""GiTmilMwyeorSpKWD710vhvlSmHtZokVDAJllgnjRDH9LyDvVf9F7eYLl2wY+odCFrYhux8Esukv9W+i1y3sgQ=="",""publicKey"":""zN2i3u3uoFvo7mSeDQ+DoGr0YTl6BB8zajN3LcVn4GQ=""}",true
"sr25519Verify","{""message"":""a7776777efdf1b344b4b4334a11636506871221390dc5916004875ddea643c91"",""signature"":""QHino4PvHaycJyCAKX7vGSFi661MXVX1GuMmUd5etljGWur7dIcWBtQKb+VtXVQHiTpu7rMhn0sxMZ7Zk/TrhA=="",""publicKey"":""ArEecUXTU+CzEwWt+rVyDA9xoWe4KkaeIvDM7gjiZ1g=""}",true
"sr25519Verify","{""message"":""1365b2baf54f8dc0e531789169301611055a424ffc7b64205f8b6f700566c91f"",""signature"":""nou9lGya+Om5PuyrYTi907f3datfD6ofbz8URk5STwE5Mc/RAn/xR2EyhxpwPETwLiPYKjefI/Ls+P2bnYx6ig=="",""publicKey"":""fBeYnlCPy3UN1tHa/XuuWqZIffK27uL3RNJEY3N+U34=""}",true
"sr25519Verify","{""message"":""fbb50001efd7211d1aaf5e596428df204df490ee7233d31d950a4ef3a7eb65e2"",""signature"":""AhAG+JgD0h1DjWAuh3zpQPEpLtBiYFIeOiu9t0iyhT2ZuaXTTwwOrwhvf/BVo0u8/DZqY7sBm/EhX1QtfFJMhA=="",""publicKey"":""7sLNrRwf9ibl9LPEc1wwgXCjKuoygNJW1yjT5EKYb1U=""}",true
"sr25519Verify","{""message"":""a7bea7e1bd0adf8d23eeababddacb0f49cb6187bc01c5c371fb961b3e4985b1a"",""signature"":""NvW9GWyy9rRHcBPwCV+4911p+gJlOeic5tqAyac+Fnxd5AHpV4024Fe+jsMYXeeiC6la3a+aYn/Le7tMiIbFiQ=="",""publicKey"":""drXOiYSUDQW0E9HiFi+U2asU81SjqO6+YPpbdzj0P2E=""}",true
"sr25519Verify","{""message"":""e01a0a01213aab27a419920a107da8e4fb512dbf473d59d859819c709c3a9e00"",""signature"":""lDJ42BASJK4rrjTBj9uafGP3OfCqHIVvDoqEDgo4qWUBN4o8D2KYUrAjQrpMIM05vAfHoy24TwdQitHV+grzjg=="",""publicKey"":""LJyu+PPYKUNnTLdFRAxRNJcvnWsJ08tkiwzRGLZmtTY=""}",true
"sr25519Verify","{""message"":""cfef57c14930905981374bcca9180cbf05bc338785e22610462a937b42e52f92"",""signature"":""DM/91o+yPJC3nq8stN1oMPcBAt/WgdB4L3duuxPiIlABYP+FdELJNm9nVLD0HSq+OuVbsuKfVPdWKF6wQ2yZgQ=="",""publicKey"":""bFIsCLcIaqJoNTsU7TE/voJWpMFk1R6rcNF35o/Q01E=""}",true
"sr25519Verify","{""message"":""66c2a4758066f46b3c7e264569a6c41bef7ebac7583f3a6d2a019f5ae9eea725"",""signature"":""KAworKfCMXQ6Mthap/aosxMM5otiiqpyzukhxsd4wB1co+5dhzyqvpAE90e1xEhzBmkqa+w5PPriHrN0x4lViA=="",""publicKey"":""5B70wZ5DljBwTKFrvlqGQ7Ywjv056DLPgt+rK2w1jyM=""}",true
"sr25519Verify","{""message"":""e305da6fd7197a66492b9d240de460297952d094e57b75d18bb2383460d5dbd0"",""signature"":""cBgT6VeOhXTf3RGBsTkh5/t352J5yg05CFEaP545MX8USa+ndBrIY2rHZM+E6AJpgEcKoABt6LqPCXmZwuONjA=="",""publicKey"":""4scJUQ7XPNrky1xoAr9Cd/wUjDpBh/EqHJ5G3L6zQDw=""}",true
"sr25519Verify","{""message"":""4269e753a5491728e33b2c8d41065d5bcfdf076811ab03415832c07f739de114"",""signature"":""wIw0ZtSJsqEa8z8OcyStr3TD3u51pkCe2SgKp/SDUyYk59hrojn/fGpnVOPsBm3cJzaqku6XDrZe46q6uAH7jg=="",""publicKey"":""aHO70rI7UTFSoP9FL0SuSjarakhsLFyw9NMv07uN+Ug=""}",true
"sr25519Verify","{""message"":""fac8d329cc0a05823a370fb238b5329e4f304a93314e42a9e8960efc29294083"",""signature"":""skTlkQk1DWOFqyP5OIZKRt2FfNPcjXsL8+iOpvZH7zZXODXtRtI/ZPPQeygI4y0qkfan8B+PFKlBJeu6oZ4egg=="",""publicKey"":""WFgMxT/UPICVDG1DkvtWhbDsskWt9wkDBO3mO1o1/Tw=""}",true
"sr25519Verify","{""message"":""368fd643838bf6cf6ee8486b5ba1bca3cff72342237607ae7d03d8fb93fdc7da"",""signature"":""TrSUa+VXqOplyUnZSRs/FJ7Gjpoxo+Fg+Q8+F2O63RIQESL3S2loO1u1rgDSMxZm5A65cq6ZaNdCNihz+d8rhw=="",""publicKey"":""nKAtlWMjqGhVY/P4aLKX6Qto8KPV3Xqrz8UAFNTpFAg=""}",true
"sr25519Verify","{""message"":""c25fa4beabcdd4cbe6f9e3c5ac6b691f236069cd8cb950dded717abf1486b023"",""signature"":""WLZiZP4p16lenUbwnhfc3KxD3sJ7OjKRYb8BnTcPgVIGnQBqxwHx+aDwGti4YN/Cy591IIEV9SQtITPmP5YpiQ=="",""publicKey"":""UjYem4vj/+Bz2OGSWBlSk0FqlvnC+l3J+XEWeU+Q1EE=""}",true
"sr25519Verify","{""message"":""ff7fabcecec50e59f85484f08c07b1c4bbe938caed59a2f03c973f3e19d4fb62"",""signature"":""IpMt1WEV5TFXI0Ky9JO0F52+VDOWh2BR07t++9JqBl6XNV3oXFSnmCovilt0dMR2FRW66OFyhejpOCdMx9Cljg=="",""publicKey"":""gnuwRhy/IpS5lnHe0Jwc55V6IfEyzy2qfsRzp0bT5Fo=""}",true
"sr25519Verify","{""message"":""65f441eb020c7f34919da7046938f8b3ac468dca37e3eb15a29d0dfe66ad019c"",""signature"":""EP32uEirPCvbpahJn2OripextjSA85IBDV6sQDfTmhUtFx/7XpbLsmBDDtu04cqYSiA9cKfnTfqaJ1SgRy2sgA=="",""publicKey"":""Hs6GY4xOviSrtWlkAwZuc1CS5P7eAINmetK0LWurySk=""}",true
"sr25519Verify","{""message"":""5b44aa14567538bec03f52ddd83a64f1b2be285c4b7aab0e38fdb1b6abd877cb"",""signature"":""SJSTyTM5jbHQWFseSRJgz98t9xomW4tHwPFS2Z0drxCBHsIkUSQ5ptx8Jg8DGbtEV1LOmIZ+RZcrIbaav/KOgA=="",""publicKey"":""BMEi8SMqA/GidDHJAIbcfb3IJOrzuI2qSLr31+afjGM=""}",true
"sr25519Verify","{""message"":""4ee098fa3ca51431d7ee32f65ccd2c9bfa60fc8dc305ab0a147a28f9d885765e"",""signature"":""OBDA4u9XjRAhaKzuxOjsDcPPU6/aXdEIJn6OMuJMlw7gY63kosrYfFUAy5yon/roh3iyjCFQNRoZPZ+1wqtoig=="",""publicKey"":""EKuI1PN4g4YtdUaVJFqezpVbPCniMnDO63+uzb7wJgs=""}",true
"sr25519Verify","{""message"":""5b00e4eb5d617761f54eb2d515eb91a854c57073c74c8265f5d62866478acf25"",""signature"":""zCKhEeYosVEPj3gRpo+EFVPPUkhC0fKEQLwGr/ZJVlNk784jjg9mqbzSoNUpnsFfBU2nI7SQHX158F/xAvmkhg=="",""publicKey"":""ysSjhj/6TgwsMBy3An53B2uDfg8MZr37zZ63E3md+1k=""}",true
"sr25519Verify","{""message"":""ca51f828f4a1021bd7c0e62d11ba94281f5300299201fd1a852b68ffc490c73f"",""signature"":""erHbJIyHSaQbN+QD7CuALVDa2U5Pfo9CB7HTJgUdZCGnmq9ZSiFr6VAXn4xOApzg0WiRvBh33iQbB8HOaEqPhA=="",""publicKey"":""xEujHNEqfpOXKtqBNk1LcSwdMwR1QhDr/nel5QgotEU=""}",true
"sr25519Verify","{""message"":""5fe78eedcd4edb89828cc72111223a633699387f80d16865c6dab79194b4a4af"",""signature"":""qGo3fnqhnofneUy2E/D+B/9PNwKi6GpQanEbWDrSohbZmcKJgXNZmOAFFvPRSBQw/O2MoxfqJsVOaU3pVmD6jg=="",""publicKey"":""ELi7OLO4JcWmEUujXg8u8vqq1vTiLv+J4zOaZTtARys=""}",true
"sr25519Verify","{""message"":""152375daf9eb9792ad8763d3423e14e30c28acafab5e7facbfe4f44d9fe4a075"",""signature"":""0Ee2yp8O9c/Gu1RQhyqKudi+PgLClNCvqYDL7P5YjkPCPWUrsKEGO9TjeYKVQqUPPUtbx0ptu+eqSMQ3ZDExiA=="",""publicKey"":""8sNbopX4zMEBaj4bb57eOpvTlCfc5puA88Z7YMt1ZWg=""}",true
"sr25519Verify","{""message"":""87a047259c633a68b259a57da9f80dd2b94d4d1113acf8854efdd011ad03afda"",""signature"":""ttkDOHGLYecoSO1xRoycEiUI9tUOzO5FeUVHgqnFODBj4Fj2zS4P0fSGWDTlP94EuHK1AFZhgyUu/Dd7vgpSgw=="",""publicKey"":""5s2zDDTFVfjt/HTzbJhn0fmOBlQOZrMKutOiJ4FJSVg=""}",true
"sr25519Verify","{""message"":""aa6c681b4a034ff09476ef8d5daa8bd54744a7d83ba69d30721b99a35c9084ab"",""signature"":""UnYvO27xTsJdRSPMO5/kzftVbO8U6KCDO3Ipahr5qGgC+LinWIT9nMc5fiuFmYYS+P9FlReY8GbokI2/FyoYjQ=="",""publicKey"":""Yk7nyFD+aK/ipXJ3OAVXfQhKUQkT+8rmAPRXzivRK0g=""}",true
"sr25519Verify","{""message"":""4e4d8230f552b277dd6caedbe2b6a950bfdae252f151768a3a203a3886d896c2"",""signature"":""UBQqQDdgaQjefrh5ol7fDANDJSWYUd+9IFcD4/zqZiiCuQt2Afj+sxtG0bGrJXicEQXuV5uvLKk64Bp9YHlWhQ=="",""publicKey"":""LnTZrvRolZ5E/CpRwPaDceuOw+t/M6ALgHI2l9Vcfmo=""}",true
"sr25519Verify","{""message"":""da908d7aacabf37815b67deead0fc1fdc9c6466e1fedb6832833bd6a6c482435"",""signature"":""zFvRcdpHU2EpQvKK3K0oj1bJbHMbqQXutqhX4uJP7Htj+2Hbq04rZp/+pn9Jwr5LsGQZCj6rp1uRwTRNwqTljw=="",""publicKey"":""eENDh9c9IsiLdx99kbwi9VLNVwfBFhdIgRubzSyk60I=""}",true
"sr25519Verify","{""message"":""a0dcabd1534f3b0d1c51b60e7724871ab830282aba016d5e030336ea108f970f"",""signature"":""jCjtRay78EECPVD2ffMT3ilf/H8qT9//iBXJhSFaems/BU6cAHzYFt41u+rR6No1n99ut1ypy/jk1HwRFfB3jg=="",""publicKey"":""gKo/R9BX54iqVa/W4s05/Z6SXRA4H+HeJ0onSiDmmTY=""}",true
"sr25519Verify","{""message"":""780dd9963ae21a24938e8973d139520f4fcffeeda7b1d50900272f3f4c2d6d28"",""signature"":""yoX2aSkpYxLcjZ/3XkiD3n2k25hMcGMK/BNgK3PYtVzCG6yPTh8wkkEzJMhryP0hiSQxu8ASzedRnj5XDu0ciQ=="",""publicKey"":""bK0t9XhU1YWG3GyZ+M56pAkUVsmQ2FRXRIpp9B9wnQY=""}",true
"sr25519Verify","{""message"":""8d22e38d6859ce9908497591803e0f1bcb9dae2848ef8c79d0c750ad5420fd9b"",""signature"":""+rYXz1gs0rSU9YTHgAvUlh6xvlbh86/fP2rKYjn/tmPAGBTQuUCHyFKyaWyMNmF5ieA261iNTTndWtmbH71thA=="",""publicKey"":""MoIrM3ozV1eDUB6JJNOxcy/ecrMw2aj86v3MYV/xPz8=""}",true
"sr25519Verify","{""message"":""e10cf495a93237d8e8b7279c9ca272261904ad7ea2cef6318687e0bc5e7a3c10"",""signature"":""amFdCmBMFvbeUISjOUo167N732rujWUZicIWKnrTSzXEDnsU8ti80+9bmuYx8x3qXa2h5GkiRQean1pjZ5AAiQ=="",""publicKey"":""kMeqXDYsGlF74p7hp60rBEqkx0lHmBbl6y9p+SLmOCs=""}",true
"sr25519Verify","{""message"":""033a966ad41c85e2f3af090e4d48aec48f422f4c19ebf303ffc757f551bb45c2"",""signature"":""JGQZAMsmpaS/uDs/FzXwUsvlwuuSpHI+xENZ0jfGjzCA4Rst4DLbL7aKBIKVM39alyDO7j7CWlkHGRtt5hIegA=="",""publicKey"":""7GHhypQvsXnT4NuGeWx2KJUNyhFBMEIyjIaJKz2JdQg=""}",true
"sr25519Verify","{""message"":""2488bb34b003b57c7b05879b5f388be783282701a1b98f456891d9d4571132e5"",""signature"":""Ojvv60bvI3LtEr/WoBsocEAaznqUJbhowYdzvt+E2ENS8EapTwn+0hxJr7Au00Dyxx4tjckPbRjOfVFf48J5iA=="",""publicKey"":""Fk/LTHQhHZZ19WmdANephTk0WYKxy9OWLaZkliz4KVc=""}",true
"sr25519Verify","{""message"":""48cc3a72af01b0ab07a134e74e992fba8dddf2b99a45cc5759c0a0d1039edcbb"",""signature"":""Hhu8QdQV8d/SUzQ7c/NfGs3uVmTL4mTCjRcDtmgF/QEnQp5c7OY7Vgeptk7ri36XZ1f/RaLCffCLwMI40ClshA=="",""publicKey"":""vGWP51x4rk0TSzDAuNw90v4gRaooMR5v5mNQJsHPnHw=""}",true
"sr25519Verify","{""message"":""115f24a3a100d196e016abc3acfbb985eae9456e257b4a2fbd53ec4d522da09f"",""signature"":""SNv83KZoWzXP3v9mSnGeZ5scjApQUCOGevRSlKfXLG4IFuiMWFin06PS3zdcoYhDnCO9vhiljE1jbVDHCfywiw=="",""publicKey"":""ejacGKMKacTz8WMPVo118khcPAuA35JAf7zWh9NkImk=""}",true
"sr25519Verify","{""message"":""93f6b2acc439a59fd925da98102d997946935bd875ff4d7f618f69c8f024d0c4"",""signature"":""lGBmN7L37Ov8ONOcUVLgZQp7PGUiprFYyC+t+beP5m8Pt9hNsmPAIlhubyUBWttajKIH66EgHcoOXNbAXDJnhA=="",""publicKey"":""0ggEiFcl9Gu+XailRfNe6N/aPoaBKWe0US5fehM8cVs=""}",true
"sr25519Verify","{""message"":""7c836523378c7a92c0bb1bc2e445692469f1531c53608b8a4dbbebf68d39948c"",""signature"":""hiAgDyNQgS6n7EMMOuoeY1KtCrnxbYxEBhaD9ywsWmX+VLpybPNNClJmcpAVdhOXMfGPUb18L9NJfzMKkUVBgw=="",""publicKey"":""vn4OKXYE5h7W8PBE8+vuvwUlGpg83lMLdSG/q+kEq1A=""}",true
"sr25519Verify","{""message"":""2f24430d53bac493a0b8fb288a8005b9996e684281c369c93cafc8171d9bbfe3"",""signature"":""TjkeWCqXK9aY+EAUZuFtbS/icAw0tZdtNcM8yrGJBmWhZ6HBuecGWuwXyZCBxQY2ZCzQ9DZGCmwUN7HrPI+diw=="",""publicKey"":""7n1j7UNju7H9orEiP/ARyU4I/cwaSb6SMVm8XuJSED8=""}",true
"sr25519Verify","{""message"":""5f55768af097234c6f92e65b13dd8626cff32445f645bde2447893015529b1cb"",""signature"":""+vVtzPOY02h/6HRCncqAXW8UplWvTlau8rX2sO24HwOvlRDRI1zzzfspyIzMiaIaKUEX1/MjtqRbtyIwAr0yjA=="",""publicKey"":""rshgDyWPdpFmVrA3GUcGduQxI88C3YeC0vq2exsrwCA=""}",true
"sr25519Verify","{""message"":""de8e67bb9c18390e8eb677ad225c01424cbbe635b86fda163caa40c854f862f4"",""signature"":""eM0cAZOvTa+eNq159DkB8zV/xYyzUGEEbgZVX3RT4yc8trMekV6vpH+WzIkc5Kqfvq0j5s3IOcCKiTuK4I67gw=="",""publicKey"":""pDTlwDULrihfmnKIRAlw1sn/fP6B/gZp/jhB4oQZTTo=""}",true
"sr25519Verify","{""message"":""a42fe7902234876e017a5d4d2c99e00ee81601660362388b758799d2aac1fc38"",""signature"":""4tiXmEq4iQR/g/q0meI4HLvTS2EOK0jIgfOGPznFGR8v/mUXQfew/sseZ8lBpdtF6hNqAX0E0Mm+X7r+LDwWgA=="",""publicKey"":""uPJYpYFAplpdmU4AyuBWQ5yw1PXJ+VljgFt0YLctm3s=""}",true
"sr25519Verify","{""message"":""96e1ad4723b746e49813615bbffbae0a84bce5b225d24a24b598cc9686a18b90"",""signature"":""uOYX/9cKl7pW3nT4JbKt4es6FFK43CiPOizA2yFhwW0nUVu+BWXarETP4knSENkA/k4vwcMlX8BsxW5W04FDgA=="",""publicKey"":""dmox7i6yWzdoHLyJ5aN4xBvWdTCElaalY1exEKlubRA=""}",true
"sr25519Verify","{""message"":""eac1144f62cdefc248f57143629cb4e094f273313242cd8f2b7a76a9cc380a34"",""signature"":""/rjicE7doQxCKAxPbph/9afBHUBnYYu/JU84Akvo01tPxu7YDP7tzEnuRjNm5ayDhV0OdZmCJcqg2bFNNFj7ig=="",""publicKey"":""tq6A7wea+XgVgHIkOFLdTgBTQXJEbjlpt5hTdJmQJmw=""}",true
"sr25519Verify","{""message"":""a32434b84c282f6081a3aea0807eca34a3b9c7f598ae61bd1c21becdaf3c9fa3"",""signature"":""tLqBY9o+ebdEgzq7LIYXKNFFIjK3v0GQmfIoSfhivlV0S9N8NCQXksa93d252PfVSrAkEqcKJcThnY2sMhyUjA=="",""publicKey"":""7mfhpYS/MeePiMFjX9LRX5clJokK/mlYYBmdXW+sByA=""}",true
"sr25519Verify","{""message"":""a956389e7b4ae2a7a221cc3e324b782bc097010afaf216842833d1a2febbe59c"",""signature"":""RmpXKCluZ/C4fReqZGYT7fQqGp1b5M6o3DqIYJEjT2X63eLw5epzN8hGy4r4gqvmmLQ6VGJb69mCLtN+TNlshg=="",""publicKey"":""dnTJczYIOMh4WQ7ZUtWtBcIA8+ioWYhdPYRbiTAVS0Q=""}",true
"sr25519Verify","{""message"":""7a67452d574076599947318d11b70304d3ffae5ded5eb46c2fec53ab6fbd45df"",""signature"":""6qOsm9dErZCdxEoewCbXcd3I9ecFsdTXE7UDUZ3B1kQVAeRvrsYeBW6RbQlspb3HNmRvRtbxfLfFaOLBLwLIhg=="",""publicKey"":""HLAbRIVgf4GWy6v8qE+XN4Tez/92uKwbmpo87eBuEEM=""}",true
"sr25519Verify","{""message"":""3d87bef6dd8aaa920c6d1fd6b32cb6c84971da0cc920cfeb3a3bc9360f24f1cd"",""signature"":""/DuL85U0MAFJPh4UERN84WvMmC/oUarEzEkLexJwSQm6CzSKzPtkCPvjSnmBjtuTd33w+SE/WbIwLp61PVFigg=="",""publicKey"":""LgZ6+Oi5LiG7M+jo9YExGJ/pB6lPS8vt6Kk2Y9ibDgk=""}",true
"sr25519Verify","{""message"":""7347ba43f1de664f1a37c7c9291428ea7a7f0b4752db8cbbf3e8b66b065d7a36"",""signature"":""1rBcbi/WCByuNJiDDMOOqhEWyCIJHLwuBakBDznnMFvM4gBm9xita/NpZSf35gWiAgQUCj3XyrHV/SghVqo4hQ=="",""publicKey"":""OCasu3gTliYe484G/4LR12TNBdzUXJd4V4kqZMsDxBs=""}",true
"sr25519Verify","{""message"":""da9b9c8176506cbe2ccc46b95f2d571509306790125aec3ce4f60138f6588b35"",""signature"":""3vvy84dNYKiYH+39iqn90oCgBWv5fLabKg059DZRFnnxb4jiggm/8ds9S1/JO7QaFY1N+JmOU/YZgweX9XDhhQ=="",""publicKey"":""4HpYPq+UAowQlquLaOYpAuTMUt1egpKDx57AnoBjrjA=""}",true
"sr25519Verify","{""message"":""2e41b73d5980a486fe38bbff5dec7fb542102adac51bcc9a7ef3f9cd2a69a916"",""signature"":""ZCYuVoturoln8pRZYzAMirIN/eqLDjTutnhr8Umx8kChnb31KylvKH74yNss6OGHYCfSzEhGhH7I8jfIxFwAig=="",""publicKey"":""pvfxm+VDiFOjGoVqAh0HUmXWo5h9zpjHBHIH2ktgaVU=""}",true
"sr25519Verify","{""message"":""fd626ca8ef4070d3047379694adccf36937551f2398a625381cc3dd4f3ae3626"",""signature"":""GlXDEhzVJsaTYEOAgjDDI7NhbiyCwT4032UYMd55yAwKpqiRNmsVM/CNgXH2lal5cUmnFVUnUl1Z8PiC1X4Tgw=="",""publicKey"":""NrTrpZG4KAjMQCDQGcg84oWCWXcFSjbi/f2OBfkjxUg=""}",true
"sr25519Verify","{""message"":""e19ebe5cb9ba1e5ff4a2af70816498b6bf18ba189b50ac01d95a742e98666e60"",""signature"":""VnKzGcj3qunDAJjvaXgW5YSphEAahgB4WTTb/kiyMk0xpMcovJGy7Hx8WuqKcms5MOcM2y7PClHH2Q1RISYphQ=="",""publicKey"":""oPkgPyBxB8NPi3nKUWcs/vlqIO7sRskiSHoCY+cye3Y=""}",true
"sr25519Verify","{""message"":""9812c017525f5ee758158059ea45b83ca102a327347e377cd3067bce9c183f42"",""signature"":""ghHmEyFOo8mRRqOlkchFnhnQvC6sjyt/MULv8blnuj5+g/rENyvqZY0GbauitFQBgkwk4Zz+Hb6O1xl3m6wphA=="",""publicKey"":""diWapr3OIvVB0hWJaesmcfXGM9un+roFwsUgHBJUdg8=""}",true
"sr25519Verify","{""message"":""71ca608266185602e178b54e90bbfb32c3021610ba94654e4f58fb54f3eb7280"",""signature"":""aisRcvqJpuk14yxyQMNIv2x2+fRMdLMJ42cZoCxxXDxTQw9VUe+DmR+lQSEWta3dh61h5JGed2AVQbd1NU8Bgw=="",""publicKey"":""vFRlc6ZfdoNM5UoZELxGez45d15f/lGg92W8iT2xADo=""}",true
"sr25519Verify","{""message"":""8f6247b978bd7a84031b3128f32590ca8d381440c8457c06244779e4168a0c08"",""signature"":""rpl6rkAsEmfm8ibmv84xMa1t5/GTPsFuAWjwSiIuSBb5fSqNudyEok6GySZXj4w9eCgEALyQ6p+RGTPnvYHJiQ=="",""publicKey"":""SoRTU19wRomUTNDB+1BM7T4i/4wiKjcdP9473RV9bk0=""}",true
"sr25519Verify","{""message"":""0e96f6c21a655bbec179a4258a61ee6bd83477e3b333419c52b482c9057cb1e3"",""signature"":""6rI+awjx+sey5Zr9oUrDc5iFn8fLVKvodtyDF/QqdHTty2VLEYKim2qEgZ7xzzijkFoHvPbWqc3NOB9EFIA8hw=="",""publicKey"":""4m9XhNrxCJHXJ+NzFMZ3OU4SHSE1vc6VvoI2xxgDQUw=""}",true
"sr25519Verify","{""message"":""e3125ac5af0c2d24cdca6e3c9727967846bd8317703ec79405f95e1a71471442"",""signature"":""MrbPcG5BBxqZCxlFUlzOJAQ8GV3l/K6ZwsKKsxiJbVZQ3gjeqDdKBgGzKr8Ye1fBC0K1BVKfnIMLrBAniK2NgA=="",""publicKey"":""HALcUFjhJ/J1rRWtwrhxLlnA/yTS/QxX+7EYmBp63RM=""}",true
"sr25519Verify","{""message"":""9498db17dc9ecef165b19c21e0ea7e301b649b02b4caae459842c8a4a641833a"",""signature"":""Rt28XfTejAyZ+rb6nX1jVbs+DQV4S4jSIWeEuUtuA1VWc38P0Uu3u8IWXlc6PUM98TFXzLUe0r8vmIpIm9HIiw=="",""publicKey"":""DFvc2WzqzGInQo6h18bxWr4T2TSvOkeulPE1r5kMems=""}",true
"sr25519Verify","{""message"":""a6f99dce5a6c7f9827cab2e210a54c23b3bb61f4525879868ff09c2aaeae8c1b"",""signature"":""yhjiQ97KuZ0wh4OOiDsFUghpynmlJWB2OmP1myg5MRBtsnVTIWzHCXp9n336NLRwf45JBj5klO00DKg3BZzijw=="",""publicKey"":""lHhtpuw6IknNVLjHG2UxqmBI38BAs7TM/fapi3bLvjA=""}",true
"sr25519Verify","{""message"":""f3b6dac4b38874e814aa2775732d59aa1f1c29f16d15dee52bd19e24e2477010"",""signature"":""EgStJGTXD7DnWlCWuTbfnCTSKbu455veayEXtU/pkBE5yxMFlZClG1gg0wcWApIhboXb3eU4MYH2tT/fwUFJiA=="",""publicKey"":""SHZ6ZBV5Duez9g3It+5u9v+23/MS+zTcF0JlCHKN+X8=""}",true
"sr25519Verify","{""message"":""106c0a3bd9d4ddb5a97c2170c3dca0b6d26b4953aea705fbbebe98f83c9727fd"",""signature"":""mlxkmM4degRrji/aOP6XLWQOI0FF2Di+SD/j9SBG5wde3tRhOiaTMkKTjJTzrHOGLbVNbffeWPJHU1WSXkacgw=="",""publicKey"":""4g+et7vUsuJxrXxiiZtGOoSFOl+lfHpfk4EacuP8EWA=""}",true
"sr25519Verify","{""message"":""33558f488eb4353fe597f86b79aa5a69bd9caec9490bd2927c4227c34b50f2b6"",""signature"":""Dtp3+ieqpuW5Sd6IuF08JW6XXdL2idDOUtiiRnQ3NXs6NDLNgTKKZu0SmWLDTI4z0T2m0fFpor/vLO1dnIoXgg=="",""publicKey"":""QBzt0mW8F5ALWdTv2zSv+fh965zRAoUWXh6kgGyeKjM=""}",true
"sr25519Verify","{""message"":""8664ae0fa2feff1ce3f86af6b8e279eb14efbef4aabc5249465886d81494df3f"",""signature"":""bMIlfn4xLJ5SFidY0mwXlx/2t1hsmS5qyrUG5zjhlHZBnkFHZIfkk2b9oABeidVygUTmwiG5cDg8R9u5Mjdxig=="",""publicKey"":""iLG4aEX/O+7TE6DhXlBWHN0yiK2xg9O5Bg90UZ6Ndns=""}",true
"sr25519Verify","{""message"":""23462ee5e241534487e5cc652a68cc05e7f829d5a1fbab179d1bfb12efbe79ad"",""signature"":""DmP2Sn5oEvqiG5soCiD6NmrLKhEqfnrkujgoMLPktiju2M4GFjsaUy7TsKcGLZGKxpOVCiJ/v/PKNNk3lgIYjg=="",""publicKey"":""yKlt1IBHRdANAC8xqbRH7HBKG94pCsrKeK7xrkZLES4=""}",true
